RecordType,Category,Amount,EmployeeRole,Shift,ContractType,Campaign,Service,ProjectedExpense,ActualExpense,CustomerType,FoodSegment,VisitDateTime
Variable Cost,Marketing Campaign,5875.58,,,,,,,,First-timer,Continental,01-03-2025
Variable Cost,Marketing Campaign,6188.01,,,,,,,,First-timer,Continental,03-08-2025
Variable Cost,Inventory Purchase,1477.25,,,,,,,,Tourist,Continental,6/30/2024
Variable Cost,Inventory Purchase,2634.55,,,,,,,,Seldom,Irish,03-11-2024
Marketing Spend,Advertising,6538.4,,,,Christmas Special,,,,Regular,Snacks,6/24/2024
Marketing Spend,Advertising,4937.23,,,,New Menu Launch,,,,Seldom,Irish,7/20/2024
Tech Fee,Tech Services,343.12,,,,,Website Hosting,,,Seldom,Irish,07-04-2024
Fixed Cost,Insurance,3230.22,,,,,,,,Tourist,Continental,06-05-2024
Projected vs Actual,Expense Monitoring,,,,,,,1079.91,288.4000000000001,Seldom,Wine,6/22/2024
Fixed Cost,Utilities,4598.09,,,,,,,,Tourist,Irish,9/15/2024
Fixed Cost,Utilities,1561.58,,,,,,,,First-timer,Snacks,12/19/2024
Variable Cost,Marketing Campaign,1944.58,,,,,,,,Tourist,Irish,09-10-2024
Fixed Cost,Rent,4414.53,,,,,,,,Seldom,Wine,11/30/2024
Employee Salary,Payroll,3977.0,Cleaner,Night,Full-time,,,,,Regular,Continental,12/22/2024
Variable Cost,Marketing Campaign,7899.12,,,,,,,,Regular,Irish,04-08-2024
Variable Cost,Inventory Purchase,1231.25,,,,,,,,Tourist,Irish,7/14/2024
Marketing Spend,Advertising,6071.92,,,,Spring Promo,,,,First-timer,Snacks,03-06-2025
Projected vs Actual,Expense Monitoring,,,,,,,3097.59,2791.5,Regular,Wine,5/16/2024
Variable Cost,Inventory Purchase,4576.96,,,,,,,,Seldom,Continental,06-01-2024
Employee Salary,Payroll,1992.91,Bartender,Night,Contract,,,,,Regular,Snacks,12-06-2024
Fixed Cost,Insurance,1244.81,,,,,,,,Tourist,Wine,7/25/2024
Tech Fee,Tech Services,190.16,,,,,Website Hosting,,,Tourist,Snacks,8/16/2024
Tech Fee,Tech Services,174.91,,,,,CRM Platform,,,Tourist,Continental,8/21/2024
Variable Cost,Marketing Campaign,2205.54,,,,,,,,First-timer,Irish,02-04-2025
Fixed Cost,Insurance,4889.94,,,,,,,,Seldom,Irish,07-04-2024
Fixed Cost,Rent,3007.87,,,,,,,,First-timer,Continental,10-08-2024
Projected vs Actual,Expense Monitoring,,,,,,,1140.12,2133.87,Seldom,Wine,8/30/2024
Fixed Cost,Insurance,3179.23,,,,,,,,Regular,Snacks,8/24/2024
Tech Fee,Tech Services,387.48,,,,,Website Hosting,,,First-timer,Continental,9/30/2024
Employee Salary,Payroll,1762.75,Bartender,Evening,Part-time,,,,,First-timer,Snacks,3/25/2024
Tech Fee,Tech Services,262.43,,,,,CRM Platform,,,Tourist,Snacks,8/28/2024
Employee Salary,Payroll,3856.24,Server,Morning,Part-time,,,,,First-timer,Irish,4/16/2024
Variable Cost,Marketing Campaign,5391.11,,,,,,,,Tourist,Irish,7/25/2024
Fixed Cost,Utilities,2736.55,,,,,,,,Regular,Wine,5/30/2024
Employee Salary,Payroll,1302.01,Manager,Morning,Full-time,,,,,Regular,Irish,11-07-2024
Employee Salary,Payroll,3576.0,Server,Evening,Contract,,,,,Seldom,Continental,04-04-2024
Marketing Spend,Advertising,372.63,,,,Spring Promo,,,,Regular,Wine,06-07-2024
Marketing Spend,Advertising,5068.61,,,,New Menu Launch,,,,First-timer,Irish,9/15/2024
Tech Fee,Tech Services,62.19,,,,,Website Hosting,,,First-timer,Snacks,10-12-2024
Employee Salary,Payroll,3380.2,Bartender,Night,Full-time,,,,,Regular,Wine,10/20/2024
Fixed Cost,Insurance,3062.5,,,,,,,,Tourist,Irish,06-08-2024
Employee Salary,Payroll,4221.26,Chef,Night,Part-time,,,,,Seldom,Continental,5/27/2024
Projected vs Actual,Expense Monitoring,,,,,,,5023.98,5637.679999999999,First-timer,Irish,5/14/2024
Marketing Spend,Advertising,4742.98,,,,New Menu Launch,,,,Seldom,Continental,2/15/2025
Tech Fee,Tech Services,181.92,,,,,Website Hosting,,,Regular,Wine,5/16/2024
Variable Cost,Inventory Purchase,6369.08,,,,,,,,Regular,Wine,9/15/2024
Fixed Cost,Insurance,4316.58,,,,,,,,Tourist,Wine,07-11-2024
Tech Fee,Tech Services,312.37,,,,,CRM Platform,,,Seldom,Snacks,6/23/2024
Marketing Spend,Advertising,6270.17,,,,Summer Happy Hour,,,,Tourist,Snacks,9/15/2024
Tech Fee,Tech Services,201.14,,,,,Website Hosting,,,Tourist,Continental,06-05-2024
Variable Cost,Inventory Purchase,5943.92,,,,,,,,Regular,Snacks,5/25/2024
Marketing Spend,Advertising,4444.21,,,,New Menu Launch,,,,Tourist,Irish,7/25/2024
Projected vs Actual,Expense Monitoring,,,,,,,6303.76,6029.280000000001,First-timer,Wine,9/13/2024
Tech Fee,Tech Services,148.78,,,,,Website Hosting,,,Seldom,Wine,8/30/2024
Variable Cost,Marketing Campaign,7819.61,,,,,,,,Seldom,Irish,4/23/2024
Fixed Cost,Utilities,3045.99,,,,,,,,First-timer,Wine,3/15/2024
Employee Salary,Payroll,3049.83,Chef,Evening,Contract,,,,,Regular,Continental,03-06-2025
Fixed Cost,Utilities,3350.65,,,,,,,,First-timer,Irish,09-06-2024
Fixed Cost,Utilities,3402.74,,,,,,,,First-timer,Snacks,03-09-2025
Projected vs Actual,Expense Monitoring,,,,,,,7883.02,7934.400000000001,Tourist,Wine,02-08-2025
Tech Fee,Tech Services,172.54,,,,,Website Hosting,,,Seldom,Wine,6/17/2024
Employee Salary,Payroll,3306.07,Server,Morning,Part-time,,,,,Tourist,Continental,12-08-2024
Projected vs Actual,Expense Monitoring,,,,,,,1003.82,814.32,First-timer,Snacks,9/26/2024
Projected vs Actual,Expense Monitoring,,,,,,,6723.06,6135.900000000001,Tourist,Continental,11/23/2024
Variable Cost,Marketing Campaign,1455.17,,,,,,,,Seldom,Continental,2/15/2025
Fixed Cost,Insurance,4432.51,,,,,,,,Tourist,Irish,04-02-2024
Variable Cost,Marketing Campaign,6367.67,,,,,,,,Tourist,Irish,11-12-2024
Tech Fee,Tech Services,307.98,,,,,CRM Platform,,,First-timer,Snacks,8/29/2024
Fixed Cost,Utilities,2319.72,,,,,,,,Seldom,Wine,11/22/2024
Projected vs Actual,Expense Monitoring,,,,,,,4391.88,3485.81,First-timer,Irish,4/29/2024
Marketing Spend,Advertising,5218.63,,,,Summer Happy Hour,,,,Seldom,Continental,9/23/2024
Employee Salary,Payroll,1273.0,Cleaner,Night,Part-time,,,,,First-timer,Continental,9/21/2024
Employee Salary,Payroll,2188.49,Bartender,Morning,Contract,,,,,First-timer,Snacks,03-09-2025
Employee Salary,Payroll,4816.35,Server,Night,Contract,,,,,First-timer,Continental,1/13/2025
Projected vs Actual,Expense Monitoring,,,,,,,5994.29,5424.17,First-timer,Snacks,05-08-2024
Marketing Spend,Advertising,1983.4,,,,Christmas Special,,,,Regular,Snacks,11/26/2024
Employee Salary,Payroll,2985.46,Manager,Night,Full-time,,,,,Tourist,Irish,11-01-2024
Tech Fee,Tech Services,200.41,,,,,CRM Platform,,,Tourist,Irish,07-04-2024
Variable Cost,Marketing Campaign,1155.32,,,,,,,,First-timer,Continental,05-12-2024
Fixed Cost,Rent,2357.57,,,,,,,,Regular,Snacks,5/25/2024
Tech Fee,Tech Services,319.23,,,,,CRM Platform,,,Tourist,Snacks,11/27/2024
Fixed Cost,Insurance,841.7,,,,,,,,Seldom,Snacks,5/26/2024
Variable Cost,Inventory Purchase,123.16,,,,,,,,First-timer,Wine,12/26/2024
Employee Salary,Payroll,1366.33,Server,Night,Full-time,,,,,Regular,Snacks,08-05-2024
Employee Salary,Payroll,4800.95,Chef,Morning,Full-time,,,,,Regular,Wine,11/28/2024
Fixed Cost,Insurance,890.17,,,,,,,,Tourist,Irish,8/15/2024
Employee Salary,Payroll,3896.41,Cleaner,Morning,Contract,,,,,Regular,Irish,12-07-2024
Projected vs Actual,Expense Monitoring,,,,,,,7854.33,8661.06,First-timer,Continental,11-12-2024
Marketing Spend,Advertising,4913.59,,,,Christmas Special,,,,Seldom,Wine,04-03-2024
Fixed Cost,Rent,3514.63,,,,,,,,Seldom,Wine,11/23/2024
Variable Cost,Marketing Campaign,9259.96,,,,,,,,Seldom,Wine,04-03-2024
Variable Cost,Inventory Purchase,4784.78,,,,,,,,Seldom,Wine,01-03-2025
Projected vs Actual,Expense Monitoring,,,,,,,1403.92,1865.97,Tourist,Irish,05-05-2024
Employee Salary,Payroll,4181.37,Server,Night,Contract,,,,,First-timer,Wine,9/18/2024
Projected vs Actual,Expense Monitoring,,,,,,,911.62,821.91,First-timer,Irish,9/22/2024
Employee Salary,Payroll,3600.67,Server,Night,Full-time,,,,,First-timer,Wine,10-07-2024
Employee Salary,Payroll,4539.99,Manager,Morning,Part-time,,,,,Regular,Wine,03-08-2025
Employee Salary,Payroll,1261.43,Server,Night,Contract,,,,,Tourist,Wine,12/18/2024
Fixed Cost,Rent,3477.45,,,,,,,,Regular,Irish,10-08-2024
Tech Fee,Tech Services,284.08,,,,,Website Hosting,,,Regular,Irish,12/16/2024
Tech Fee,Tech Services,444.5,,,,,Website Hosting,,,Seldom,Wine,09-02-2024
Variable Cost,Inventory Purchase,4673.23,,,,,,,,First-timer,Continental,6/17/2024
Variable Cost,Marketing Campaign,102.35,,,,,,,,Tourist,Continental,11/13/2024
Tech Fee,Tech Services,222.78,,,,,CRM Platform,,,Tourist,Irish,6/25/2024
Employee Salary,Payroll,2402.85,Bartender,Night,Part-time,,,,,First-timer,Snacks,3/28/2024
Projected vs Actual,Expense Monitoring,,,,,,,1164.08,239.27,Regular,Irish,02-10-2025
Marketing Spend,Advertising,4149.15,,,,Spring Promo,,,,First-timer,Wine,11-11-2024
Marketing Spend,Advertising,2908.35,,,,Christmas Special,,,,Regular,Snacks,08-11-2024
Projected vs Actual,Expense Monitoring,,,,,,,3633.25,3475.96,Tourist,Wine,04-02-2024
Tech Fee,Tech Services,157.45,,,,,CRM Platform,,,Regular,Wine,11-06-2024
Employee Salary,Payroll,4411.29,Cleaner,Evening,Part-time,,,,,Seldom,Wine,11/22/2024
Variable Cost,Marketing Campaign,5932.17,,,,,,,,First-timer,Irish,10/21/2024
Fixed Cost,Rent,4944.75,,,,,,,,First-timer,Snacks,3/31/2024
Fixed Cost,Insurance,2229.47,,,,,,,,Regular,Snacks,12/25/2024
Marketing Spend,Advertising,6703.63,,,,New Menu Launch,,,,Tourist,Snacks,01-10-2025
Tech Fee,Tech Services,166.54,,,,,CRM Platform,,,Regular,Snacks,1/26/2025
Marketing Spend,Advertising,6879.85,,,,Summer Happy Hour,,,,First-timer,Wine,09-02-2024
Projected vs Actual,Expense Monitoring,,,,,,,5005.99,5813.44,Seldom,Irish,3/20/2024
Variable Cost,Inventory Purchase,7459.19,,,,,,,,Seldom,Irish,9/20/2024
Marketing Spend,Advertising,2930.75,,,,Christmas Special,,,,First-timer,Irish,4/14/2024
Tech Fee,Tech Services,153.76,,,,,CRM Platform,,,Tourist,Irish,1/17/2025
Employee Salary,Payroll,1187.78,Cleaner,Evening,Part-time,,,,,Tourist,Irish,09-12-2024
Fixed Cost,Utilities,665.29,,,,,,,,Tourist,Irish,1/25/2025
Variable Cost,Inventory Purchase,8279.44,,,,,,,,Regular,Wine,12-01-2024
Tech Fee,Tech Services,333.4,,,,,CRM Platform,,,Regular,Snacks,06-03-2024
Fixed Cost,Rent,4674.89,,,,,,,,First-timer,Wine,12-05-2024
Variable Cost,Inventory Purchase,1821.56,,,,,,,,Regular,Irish,11-03-2024
Variable Cost,Inventory Purchase,7606.56,,,,,,,,Tourist,Wine,8/24/2024
Projected vs Actual,Expense Monitoring,,,,,,,7972.52,8767.390000000001,Seldom,Irish,10/29/2024
Employee Salary,Payroll,1139.46,Cleaner,Morning,Contract,,,,,Tourist,Irish,07-01-2024
Marketing Spend,Advertising,6048.86,,,,Summer Happy Hour,,,,Regular,Continental,03-02-2025
Employee Salary,Payroll,1518.06,Chef,Night,Contract,,,,,Seldom,Irish,1/20/2025
Fixed Cost,Insurance,4800.43,,,,,,,,Regular,Snacks,1/15/2025
Marketing Spend,Advertising,5704.71,,,,Summer Happy Hour,,,,Seldom,Continental,03-03-2025
Fixed Cost,Rent,3808.46,,,,,,,,First-timer,Wine,05-05-2024
Variable Cost,Marketing Campaign,2601.23,,,,,,,,First-timer,Snacks,7/14/2024
Projected vs Actual,Expense Monitoring,,,,,,,2448.15,2894.99,Regular,Snacks,6/16/2024
Variable Cost,Marketing Campaign,902.36,,,,,,,,Seldom,Irish,05-05-2024
Marketing Spend,Advertising,4846.16,,,,New Menu Launch,,,,Seldom,Irish,3/15/2024
Tech Fee,Tech Services,433.04,,,,,CRM Platform,,,Tourist,Snacks,02-02-2025
Tech Fee,Tech Services,282.24,,,,,Website Hosting,,,First-timer,Wine,09-02-2024
Employee Salary,Payroll,3175.12,Server,Night,Part-time,,,,,First-timer,Snacks,4/30/2024
Tech Fee,Tech Services,380.26,,,,,CRM Platform,,,Regular,Wine,8/23/2024
Employee Salary,Payroll,4469.18,Manager,Morning,Contract,,,,,Tourist,Snacks,3/14/2024
Fixed Cost,Rent,4266.56,,,,,,,,Seldom,Irish,05-06-2024
Fixed Cost,Rent,3560.63,,,,,,,,Regular,Continental,10-06-2024
Employee Salary,Payroll,4523.48,Manager,Night,Full-time,,,,,First-timer,Snacks,05-08-2024
Variable Cost,Inventory Purchase,389.55,,,,,,,,Seldom,Continental,08-06-2024
Variable Cost,Marketing Campaign,8217.47,,,,,,,,First-timer,Wine,05-02-2024
Tech Fee,Tech Services,458.92,,,,,Website Hosting,,,Seldom,Continental,04-03-2024
Variable Cost,Marketing Campaign,5606.2,,,,,,,,Tourist,Continental,11/17/2024
Tech Fee,Tech Services,166.41,,,,,CRM Platform,,,Seldom,Continental,6/28/2024
Variable Cost,Marketing Campaign,932.57,,,,,,,,Seldom,Irish,8/24/2024
Employee Salary,Payroll,1463.38,Chef,Morning,Full-time,,,,,Regular,Continental,06-09-2024
Variable Cost,Marketing Campaign,189.82,,,,,,,,Regular,Snacks,06-03-2024
Tech Fee,Tech Services,107.8,,,,,CRM Platform,,,Tourist,Irish,1/23/2025
Employee Salary,Payroll,2367.49,Server,Morning,Part-time,,,,,Tourist,Continental,3/27/2024
Marketing Spend,Advertising,6537.79,,,,Christmas Special,,,,Seldom,Snacks,08-10-2024
Tech Fee,Tech Services,471.75,,,,,Website Hosting,,,Seldom,Continental,8/17/2024
Marketing Spend,Advertising,6641.63,,,,Summer Happy Hour,,,,Regular,Irish,7/24/2024
Fixed Cost,Utilities,3688.57,,,,,,,,Seldom,Irish,7/20/2024
Projected vs Actual,Expense Monitoring,,,,,,,3094.12,3335.95,First-timer,Snacks,10-12-2024
Employee Salary,Payroll,4893.96,Server,Evening,Part-time,,,,,First-timer,Snacks,12/19/2024
Tech Fee,Tech Services,387.34,,,,,Website Hosting,,,Tourist,Irish,3/15/2024
Employee Salary,Payroll,1262.5,Manager,Morning,Contract,,,,,Tourist,Wine,01-02-2025
Fixed Cost,Utilities,2173.25,,,,,,,,Tourist,Snacks,12/23/2024
Employee Salary,Payroll,2783.61,Bartender,Evening,Contract,,,,,Regular,Irish,12/16/2024
Projected vs Actual,Expense Monitoring,,,,,,,4014.05,4902.66,Seldom,Continental,07-04-2024
Employee Salary,Payroll,3108.1,Cleaner,Morning,Contract,,,,,Seldom,Irish,9/18/2024
Tech Fee,Tech Services,184.27,,,,,CRM Platform,,,Seldom,Irish,3/15/2024
Variable Cost,Inventory Purchase,6836.94,,,,,,,,Seldom,Wine,11/23/2024
Projected vs Actual,Expense Monitoring,,,,,,,1485.01,2221.12,Regular,Wine,12/24/2024
Projected vs Actual,Expense Monitoring,,,,,,,1632.93,1497.6,Regular,Wine,5/16/2024
Tech Fee,Tech Services,238.88,,,,,CRM Platform,,,Regular,Snacks,10-02-2024
Employee Salary,Payroll,2096.86,Manager,Evening,Contract,,,,,Seldom,Continental,05-08-2024
Employee Salary,Payroll,4576.4,Bartender,Morning,Part-time,,,,,First-timer,Continental,7/21/2024
Variable Cost,Inventory Purchase,2083.56,,,,,,,,Seldom,Wine,02-04-2025
Fixed Cost,Rent,3717.16,,,,,,,,Seldom,Snacks,3/31/2024
Variable Cost,Inventory Purchase,4768.17,,,,,,,,Regular,Irish,2/19/2025
Employee Salary,Payroll,4474.49,Manager,Evening,Full-time,,,,,Seldom,Snacks,7/15/2024
Tech Fee,Tech Services,396.91,,,,,Website Hosting,,,Seldom,Wine,11/28/2024
Projected vs Actual,Expense Monitoring,,,,,,,4477.66,3513.38,First-timer,Snacks,03-12-2024
Tech Fee,Tech Services,182.38,,,,,Website Hosting,,,Seldom,Irish,3/15/2024
Marketing Spend,Advertising,4393.22,,,,Summer Happy Hour,,,,Seldom,Continental,7/22/2024
Projected vs Actual,Expense Monitoring,,,,,,,3965.73,2968.19,First-timer,Snacks,2/23/2025
Fixed Cost,Utilities,3585.04,,,,,,,,First-timer,Continental,11-07-2024
Marketing Spend,Advertising,1563.57,,,,Spring Promo,,,,Tourist,Irish,1/17/2025
Fixed Cost,Insurance,3431.84,,,,,,,,Regular,Wine,12/24/2024
Tech Fee,Tech Services,315.62,,,,,CRM Platform,,,Tourist,Irish,9/25/2024
Employee Salary,Payroll,1289.79,Cleaner,Morning,Full-time,,,,,Regular,Wine,9/18/2024
Variable Cost,Marketing Campaign,9749.53,,,,,,,,Regular,Wine,6/28/2024
Projected vs Actual,Expense Monitoring,,,,,,,2687.47,3077.43,First-timer,Continental,06-08-2024
Fixed Cost,Utilities,4585.18,,,,,,,,Regular,Wine,02-10-2025
Employee Salary,Payroll,1411.17,Bartender,Morning,Full-time,,,,,First-timer,Snacks,3/31/2024
Projected vs Actual,Expense Monitoring,,,,,,,1568.72,1566.5,Seldom,Irish,06-03-2024
Projected vs Actual,Expense Monitoring,,,,,,,2077.62,1769.65,Seldom,Snacks,11/26/2024
Variable Cost,Marketing Campaign,816.92,,,,,,,,First-timer,Irish,11/24/2024
Fixed Cost,Rent,4471.4,,,,,,,,Tourist,Irish,07-04-2024
Projected vs Actual,Expense Monitoring,,,,,,,749.02,-93.82000000000004,First-timer,Irish,12/14/2024
Projected vs Actual,Expense Monitoring,,,,,,,2915.71,3870.64,Regular,Continental,12/17/2024
Variable Cost,Marketing Campaign,6962.62,,,,,,,,Seldom,Continental,9/25/2024
Variable Cost,Marketing Campaign,1758.08,,,,,,,,Regular,Snacks,6/20/2024
Fixed Cost,Insurance,1058.99,,,,,,,,Seldom,Irish,4/23/2024
Employee Salary,Payroll,1207.89,Chef,Evening,Full-time,,,,,Tourist,Continental,09-03-2024
Fixed Cost,Utilities,4708.41,,,,,,,,Regular,Snacks,09-12-2024
Variable Cost,Marketing Campaign,8037.11,,,,,,,,First-timer,Continental,8/17/2024
Projected vs Actual,Expense Monitoring,,,,,,,5091.93,5060.7300000000005,Seldom,Irish,6/17/2024
Employee Salary,Payroll,4135.33,Manager,Evening,Part-time,,,,,Seldom,Continental,10/27/2024
Employee Salary,Payroll,1326.52,Chef,Evening,Part-time,,,,,Seldom,Continental,11/20/2024
Projected vs Actual,Expense Monitoring,,,,,,,4949.59,5250.18,Tourist,Irish,6/17/2024
Fixed Cost,Rent,3270.84,,,,,,,,First-timer,Snacks,4/30/2024
Employee Salary,Payroll,4158.79,Manager,Morning,Full-time,,,,,Seldom,Irish,09-03-2024
Employee Salary,Payroll,3876.81,Manager,Evening,Part-time,,,,,Regular,Continental,12/22/2024
Projected vs Actual,Expense Monitoring,,,,,,,2992.36,3077.32,Seldom,Snacks,9/25/2024
Employee Salary,Payroll,3720.91,Bartender,Evening,Contract,,,,,Tourist,Continental,4/17/2024
Tech Fee,Tech Services,63.79,,,,,Website Hosting,,,Regular,Wine,3/25/2024
Fixed Cost,Insurance,2581.8,,,,,,,,First-timer,Irish,12/14/2024
Projected vs Actual,Expense Monitoring,,,,,,,7705.85,7537.660000000001,Tourist,Wine,06-11-2024
Marketing Spend,Advertising,2552.36,,,,Spring Promo,,,,Seldom,Snacks,5/29/2024
Marketing Spend,Advertising,6916.02,,,,Summer Happy Hour,,,,First-timer,Continental,2/24/2025
Variable Cost,Inventory Purchase,5188.56,,,,,,,,Regular,Snacks,08-05-2024
Fixed Cost,Utilities,3763.66,,,,,,,,Tourist,Continental,4/17/2024
Marketing Spend,Advertising,4264.52,,,,Summer Happy Hour,,,,First-timer,Wine,9/28/2024
Marketing Spend,Advertising,4654.06,,,,Summer Happy Hour,,,,Regular,Irish,04-08-2024
Employee Salary,Payroll,2436.6,Bartender,Evening,Part-time,,,,,First-timer,Continental,10/22/2024
Employee Salary,Payroll,3932.45,Cleaner,Evening,Full-time,,,,,Seldom,Irish,06-10-2024
Employee Salary,Payroll,3530.16,Server,Evening,Contract,,,,,First-timer,Snacks,12/20/2024
Projected vs Actual,Expense Monitoring,,,,,,,7785.46,7147.41,First-timer,Irish,01-12-2025
Tech Fee,Tech Services,271.53,,,,,Website Hosting,,,First-timer,Continental,5/26/2024
Projected vs Actual,Expense Monitoring,,,,,,,1230.45,1040.49,Seldom,Continental,8/26/2024
Projected vs Actual,Expense Monitoring,,,,,,,4361.13,4079.6,Seldom,Irish,02-12-2025
Variable Cost,Inventory Purchase,1718.89,,,,,,,,Tourist,Wine,12-06-2024
Employee Salary,Payroll,4431.95,Chef,Morning,Part-time,,,,,Regular,Continental,04-11-2024
Tech Fee,Tech Services,314.79,,,,,CRM Platform,,,First-timer,Continental,06-12-2024
Marketing Spend,Advertising,2897.29,,,,New Menu Launch,,,,Seldom,Irish,5/20/2024
Employee Salary,Payroll,1679.03,Server,Night,Part-time,,,,,First-timer,Snacks,03-08-2025
Variable Cost,Inventory Purchase,3436.33,,,,,,,,Tourist,Wine,12/14/2024
Projected vs Actual,Expense Monitoring,,,,,,,1593.17,1492.04,First-timer,Irish,1/26/2025
Employee Salary,Payroll,1668.17,Manager,Morning,Full-time,,,,,Tourist,Snacks,8/28/2024
Marketing Spend,Advertising,449.37,,,,New Menu Launch,,,,Tourist,Snacks,07-09-2024
Tech Fee,Tech Services,348.71,,,,,CRM Platform,,,First-timer,Wine,6/29/2024
Tech Fee,Tech Services,429.88,,,,,CRM Platform,,,Seldom,Continental,06-11-2024
Marketing Spend,Advertising,4180.41,,,,New Menu Launch,,,,Tourist,Irish,8/16/2024
Projected vs Actual,Expense Monitoring,,,,,,,2043.81,1267.65,Seldom,Irish,8/24/2024
Variable Cost,Marketing Campaign,665.16,,,,,,,,First-timer,Irish,7/27/2024
Tech Fee,Tech Services,73.26,,,,,Website Hosting,,,Seldom,Snacks,8/23/2024
Fixed Cost,Insurance,1511.16,,,,,,,,Tourist,Irish,12/22/2024
Tech Fee,Tech Services,89.85,,,,,CRM Platform,,,Tourist,Wine,6/15/2024
Fixed Cost,Rent,3131.02,,,,,,,,Regular,Wine,4/30/2024
Marketing Spend,Advertising,2902.18,,,,Summer Happy Hour,,,,Tourist,Wine,05-08-2024
Variable Cost,Marketing Campaign,6891.08,,,,,,,,First-timer,Irish,9/15/2024
Projected vs Actual,Expense Monitoring,,,,,,,7638.59,7916.83,First-timer,Continental,11/25/2024
Fixed Cost,Insurance,2546.33,,,,,,,,Tourist,Wine,10/23/2024
Employee Salary,Payroll,1558.61,Server,Night,Part-time,,,,,Regular,Continental,12-05-2024
Projected vs Actual,Expense Monitoring,,,,,,,2809.47,3218.83,First-timer,Continental,5/14/2024
Variable Cost,Marketing Campaign,6766.98,,,,,,,,Seldom,Wine,01-03-2025
Variable Cost,Inventory Purchase,1029.62,,,,,,,,Regular,Wine,12-01-2024
Tech Fee,Tech Services,155.55,,,,,Website Hosting,,,Tourist,Irish,1/15/2025
Projected vs Actual,Expense Monitoring,,,,,,,2414.8,2738.0600000000004,First-timer,Continental,05-07-2024
Variable Cost,Inventory Purchase,6864.16,,,,,,,,Tourist,Continental,11/16/2024
Variable Cost,Marketing Campaign,6216.69,,,,,,,,Regular,Continental,06-09-2024
Fixed Cost,Insurance,4689.27,,,,,,,,Tourist,Continental,02-02-2025
Projected vs Actual,Expense Monitoring,,,,,,,7390.08,7591.3,Seldom,Continental,12/31/2024
Projected vs Actual,Expense Monitoring,,,,,,,3453.98,3756.45,Tourist,Snacks,12/30/2024
